collection_slug,identifier,event_type,order_hash,chain,protocol_address,closing_date,closing_date_iso,quantity,seller,buyer,payment_quantity,payment_token,payment_decimals,payment_symbol,payment_symbol_amount,transaction_hash,event_timestamp,event_timestamp_iso
pudgypenguins,1396,sale,0xd1faffb8f346408d013b64db8048a4ce4bd6c6fb954561b8d506fa64e041c00b,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739716283,2025-02-16T14:31:23+00:00Z,1,0x1ad100e8be129e5d4c0409eaae0d4c71c2798d7e,0x6ac625d107ceee595a35c464ed4c113cdbf20fed,9310000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.31,0x2ea21ee11acdd4854f4da5045b8ba7d54226b8bbeecd92007a4d2a6baf054542,1739716283,2025-02-16 14:31:23+00:00
pudgypenguins,1469,sale,,ethereum,,1741573823,2025-03-10T02:30:23+00:00Z,1,0x459845f759dfefe8e3a0b91a9bf220d93fc83e71,0xa1c6b7d556bb56408bb3991d29a5e574e10dfe48,9210000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.21,0x26192847a931e49fda2c030693e6ae4be124de8354f705a3de55415f75117abe,1741573823,2025-03-10 02:30:23+00:00
pudgypenguins,1469,sale,,ethereum,,1740885347,2025-03-02T03:15:47+00:00Z,1,0x516d8741f7a3ccf96f2c2e6516805913741beec3,0x459845f759dfefe8e3a0b91a9bf220d93fc83e71,9150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.15,0x294c9c22f95c7d7fa50b05555b757258a26e956cc7af1779ca5d2b72393ccb92,1740885347,2025-03-02 03:15:47+00:00
pudgypenguins,1469,sale,,ethereum,,1740591959,2025-02-26T17:45:59+00:00Z,1,0x1992a41693310eb9434b5e3ecb564f4739fcc677,0x29469395eaf6f95920e59f858042f0e28d98a20b,8764999985714283000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.764999985714283,0xa716dd4ea6c1fb46c1bcf29fc548415bdb9a2104a169822aa4166d164719cded,1740591959,2025-02-26 17:45:59+00:00
pudgypenguins,1469,sale,,ethereum,,1740583319,2025-02-26T15:21:59+00:00Z,1,0xbe9998830c38910ef83e85eb33c90dd301d5516e,0x1992a41693310eb9434b5e3ecb564f4739fcc677,8700000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.7,0x68c14a9c806cf7214d45d3907272789182834f6cefd7804455350af5ee1f725f,1740583319,2025-02-26 15:21:59+00:00
pudgypenguins,1469,sale,,ethereum,,1733589275,2024-12-07T16:34:35+00:00Z,1,0xe5442ae87e0fef3f7cc43e507adf786c311a0529,0x1ea27bce786a81022dfc156059771e8d3279a9a6,18420000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,18.42,0xa2a35acb8b2a7efb4025489f6273ca7b918ae9a85cc30c7730a9e66bfa22a0f2,1733589275,2024-12-07 16:34:35+00:00
pudgypenguins,1558,sale,,ethereum,,1743384755,2025-03-31T01:32:35+00:00Z,1,0xe250d225646297733eb81a595634acc968bfc77e,0x29469395eaf6f95920e59f858042f0e28d98a20b,9799000000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.799,0x8d1e464ebca8f677073aa48f996afdbda70b886164ad657bda78da1c9e1987a4,1743384755,2025-03-31 01:32:35+00:00
pudgypenguins,1558,sale,0x10bd16fced0a45972968805c1f534c52ebc3c13866828de3e889dd25c941d859,ethereum,0x0000000000000068f116a894984e2db1123eb395,1743356507,2025-03-30T17:41:47+00:00Z,1,0x2463a7b933a50188ff83ab5c703fe6ef3a0449c5,0xe250d225646297733eb81a595634acc968bfc77e,9920000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.92,0x838b06bef1fef74fc19dc5d850443b49e0cbcf8c5c30dd1463df7321aa1e591a,1743356507,2025-03-30 17:41:47+00:00
pudgypenguins,1558,sale,,ethereum,,1742861843,2025-03-25T00:17:23+00:00Z,1,0x1992a41693310eb9434b5e3ecb564f4739fcc677,0x2463a7b933a50188ff83ab5c703fe6ef3a0449c5,10389999990000000000,0x0000000000000000000000000000000000000000,18,ETH,10.389999990000002,0x44af60e6fd76d2d6f387769d642965eda667cc8fec320766690cf30b248c2936,1742861843,2025-03-25 00:17:23+00:00
pudgypenguins,1558,sale,,ethereum,,1742859203,2025-03-24T23:33:23+00:00Z,1,0x83449c07c419944abc63d890b11c6095b9a260c7,0x1992a41693310eb9434b5e3ecb564f4739fcc677,10220000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.22,0x8d950b9e3f2151b675512019817e968e961b58059ccd118b495c6f07dcee842d,1742859203,2025-03-24 23:33:23+00:00
pudgypenguins,1558,sale,,ethereum,,1736354027,2025-01-08T16:33:47+00:00Z,1,0xaa3138204f06457ee281d1d1c85ebe03590d0f46,0xf76246b0842c92ad5bd745973ca9eb85b937b126,26580000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,26.58,0x04dd7f9acfe6f783ff235c759421d2e1ffbaba25781dbbe982dd12722b1614f5,1736354027,2025-01-08 16:33:47+00:00
pudgypenguins,1558,sale,,ethereum,,1734459743,2024-12-17T18:22:23+00:00Z,1,0xd5ee00b7babd9374d32159cd7cd82bb99ef831fd,0xaa3138204f06457ee281d1d1c85ebe03590d0f46,16200000000000000000,0x0000000000000000000000000000000000000000,18,ETH,16.2,0x388ef89b44b2fac7b0e242afb038ae0fde61f8866150f9cc441f5e701a9a5f45,1734459743,2024-12-17 18:22:23+00:00
pudgypenguins,1558,sale,,ethereum,,1734412151,2024-12-17T05:09:11+00:00Z,1,0xf5b9d00f6184954d6e725215d9cab5f5698e8bb3,0x29469395eaf6f95920e59f858042f0e28d98a20b,35197000000000000000,0x0000000000000000000000000000000000000000,18,ETH,35.197,0x4b9854f11362b30d9deb833ecff2941a3e22b60d37fc89320107e9445dba07d5,1734412151,2024-12-17 05:09:11+00:00
pudgypenguins,1558,sale,,ethereum,,1734283559,2024-12-15T17:25:59+00:00Z,1,0x98f15d5bb0642cc249f78053729b354c717fbac7,0x08c28657aee5fa0968ad6204fa4378b641965b91,32710000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,32.71,0x65ff9d27d5890cb65997b6653de0f3a4564310486cebe2aa273d6ceac0be4694,1734283559,2024-12-15 17:25:59+00:00
pudgypenguins,1810,sale,,ethereum,,1743248567,2025-03-29T11:42:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9800000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.8,0x1bc5c239ec48001d1150ad93004c9bfdf857fa554b794b6a4101e6f1b7f592a1,1743248567,2025-03-29 11:42:47+00:00
pudgypenguins,1810,sale,,ethereum,,1743045755,2025-03-27T03:22:35+00:00Z,1,0x1992a41693310eb9434b5e3ecb564f4739fcc677,0x29469395eaf6f95920e59f858042f0e28d98a20b,10299696770000034000,0x0000000000000000000000000000000000000000,18,ETH,10.299696770000034,0x906f0696b4897e0ca7bc62aa58605530fa203060df2ed803f0133c1f92871393,1743045755,2025-03-27 03:22:35+00:00
pudgypenguins,1810,sale,,ethereum,,1743028127,2025-03-26T22:28:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1992a41693310eb9434b5e3ecb564f4739fcc677,10150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.15,0x4392f322f61a48b1a04345ddd5572d640280aff7a959a66a15bf49b2331a5348,1743028127,2025-03-26 22:28:47+00:00
pudgypenguins,1810,sale,,ethereum,,1739861855,2025-02-18T06:57:35+00:00Z,1,0xee5d5ef89eba667a35773948ffecf770eb3a1997,0x7df3e2253147b60ec22dabef87aed89acde8f5a9,8500000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.5,0x3bef79c95a4946e402f03489fa12dc3d7561e9275dbe96873e7b70a6070ae05f,1739861855,2025-02-18 06:57:35+00:00
pudgypenguins,1810,sale,,ethereum,,1726627523,2024-09-18T02:45:23+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x0e283788bfe56d88083affb5f8cc3cf487d8050a,10690000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.69,0xff833fcdf86cfccc1a601a5795ee0406f02d0ff4c9045aeafc5be66675c947fb,1726627523,2024-09-18 02:45:23+00:00
pudgypenguins,1810,sale,0x78aabcf98ce9b3295a121d5c7ffc74c5e0c43b6669770e50a6433420366add2b,ethereum,0x0000000000000068f116a894984e2db1123eb395,1726625675,2024-09-18T02:14:35+00:00Z,1,0xada5542b0da23a1a3f3ee7137aa1a25095b15388,0xeb79f3b9836e14678abdb862aabfc171341b3199,10676200000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.6762,0x12a8a4ca3946e902d0576a34966b02a31fab90f9268c151eadb249a36497ac42,1726625675,2024-09-18 02:14:35+00:00
pudgypenguins,1911,sale,,ethereum,,1742743163,2025-03-23T15:19:23+00:00Z,1,0x516d8741f7a3ccf96f2c2e6516805913741beec3,0x29469395eaf6f95920e59f858042f0e28d98a20b,10299000000000000000,0x0000000000000000000000000000000000000000,18,ETH,10.299,0xc0c5fc37ffb47ddc263bdb7717b2f9046b86c984605cc354cf83901563fc5bfe,1742743163,2025-03-23 15:19:23+00:00
pudgypenguins,1911,sale,0x1663758c504ffa18a2cbfc65714b3b2133e395deba4a6378d1e503a6ccf8ce89,ethereum,0x0000000000000068f116a894984e2db1123eb395,1742736395,2025-03-23T13:26:35+00:00Z,1,0x355062b5d0e324815290b96370e87607a71d613d,0x516d8741f7a3ccf96f2c2e6516805913741beec3,9860000000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.86,0x3478168386554e3fc9b30d3e8a200846b9e1122b9bb476af215bec79adf73cc1,1742736395,2025-03-23 13:26:35+00:00
pudgypenguins,1911,sale,,ethereum,,1742615075,2025-03-22T03:44:35+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x355062b5d0e324815290b96370e87607a71d613d,9740000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.74,0x3f5cb4e95796958bad69e2b51e61b1bcc97682b4dceb1ab023078258a82b49a6,1742615075,2025-03-22 03:44:35+00:00
pudgypenguins,1911,sale,,ethereum,,1741890551,2025-03-13T18:29:11+00:00Z,1,0x59e91333560e271cb8ffb53492ec8fb0da63b4ac,0x1ea27bce786a81022dfc156059771e8d3279a9a6,8700000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.7,0x783eb3a34f492ef27dc70ddf6dd17374b05613c7ee3981381f9962f2bc58e154,1741890551,2025-03-13 18:29:11+00:00
pudgypenguins,2045,sale,0xf8e7b2968dbded9d9db1fc83ca0fa9cf270530eaa146626bafb101587a09fa59,ethereum,0x0000000000000068f116a894984e2db1123eb395,1743435887,2025-03-31T15:44:47+00:00Z,1,0x695e3f23728b3c5e9e714b1fc6f7655cda08cf4c,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,9760000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.76,0x9691d49dc421adf3b9b4651b6d6bad0cb6b97f45fbb0a064e6b07854084855c8,1743435887,2025-03-31 15:44:47+00:00
pudgypenguins,2045,sale,0x73778a313fcaf8311fff87b05011079cd0b7432745ab57dd73be8d4eb4435ad7,ethereum,0x0000000000000068f116a894984e2db1123eb395,1740664043,2025-02-27T13:47:23+00:00Z,1,0x3c79c2f56d73fd5cb5d05fad8fa27d1bae6a4f88,0x695e3f23728b3c5e9e714b1fc6f7655cda08cf4c,9368000000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.368,0x1315434da4a75e37afbce8929b8c653211946c73e18f2d3c0ed1347fe4a7c4d4,1740664043,2025-02-27 13:47:23+00:00
pudgypenguins,2045,sale,0xa084026821728678fc0a3a546ca7f183659a79fcb3e2d66ee9d107b6bf38367d,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739714999,2025-02-16T14:09:59+00:00Z,1,0x9928c2e4e2280f3002a69a7893af18d8f0c068f7,0x3c79c2f56d73fd5cb5d05fad8fa27d1bae6a4f88,9370000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.37,0x4b91a4e1cf00c757b2ec627083f1bfbd762eb7870719cabca3d582df16f4d685,1739714999,2025-02-16 14:09:59+00:00
pudgypenguins,2045,sale,0x518095bcaccb792b9d687eb23b10a3fa05d37d27c35e3791e3c54175ae14c407,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739714783,2025-02-16T14:06:23+00:00Z,1,0x6b2269f4792b0e4bad65eee80f0f82bda8d54433,0x9928c2e4e2280f3002a69a7893af18d8f0c068f7,9550000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.55,0x327bf063cb97faa8a2f744514cd09b9a79a6210eebd3f0943cbcfabd1d59b18f,1739714783,2025-02-16 14:06:23+00:00
pudgypenguins,2045,sale,0x4c402c68f747669b9dba1977fbb05f7bc7a926ac79e33bafb54fb6bdceca5dee,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739706455,2025-02-16T11:47:35+00:00Z,1,0xfc2b70a3928ac6240bafb9313a6136d2ff6480a5,0x6b2269f4792b0e4bad65eee80f0f82bda8d54433,9378700000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.3787,0x1582376ec48ab307b52c6cd175055db756c2d6d57756a97484d48630c874496f,1739706455,2025-02-16 11:47:35+00:00
pudgypenguins,2045,sale,0xba19278fa95b4627bd0f02a3ffd2746362358cc355b8cada4d16603dc2784a5f,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739682839,2025-02-16T05:13:59+00:00Z,1,0x916aa0039b364e987b49d429c0ff215a178cd2a1,0x26a54008aa805fcc7b8d0c361dea1cb6e9cc0392,9380000000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.38,0x7735ab0b12d254de86c6b110062bb7b020599880bf06835a7339cbcb50d0676c,1739682839,2025-02-16 05:13:59+00:00
pudgypenguins,2045,sale,0xdd2c8c71180d932b6dc794018fd9b57e2de065a82e2c69655d091edb11efdcd7,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739655695,2025-02-15T21:41:35+00:00Z,1,0xdfed192c72bec80456578b39d8a5032afd1765d4,0x916aa0039b364e987b49d429c0ff215a178cd2a1,9310000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.31,0x81427a5433e8e585b4035ebb336f9b082a4c14a8da3dec311e9b3c8c0d5c845b,1739655695,2025-02-15 21:41:35+00:00
pudgypenguins,2045,sale,0xd056f0c2fe3b1abbbfe18542241c6bb10038650f112d586b5da937872936c87f,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739649863,2025-02-15T20:04:23+00:00Z,1,0x26da8b7c03698371aecb4307b7de31068dbcab1d,0xdfed192c72bec80456578b39d8a5032afd1765d4,9500000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.5,0xadc54df80008f8ce69d90d545715f2b5bb547be034c2e01992d02768167ed961,1739649863,2025-02-15 20:04:23+00:00
pudgypenguins,2045,sale,,ethereum,,1739636387,2025-02-15T16:19:47+00:00Z,1,0x0e73d837b29ac157d072c946ad65d3fa9a5750ba,0x26da8b7c03698371aecb4307b7de31068dbcab1d,9610000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.61,0x651d9a26b10f6aa86d2f72f52f1f0b28503ae2b470c56d72b409cf88c5665547,1739636387,2025-02-15 16:19:47+00:00
pudgypenguins,2045,sale,0x222d07da126bcc59214e7ae43f11356c22d9d90bcffbd20993074093c2bdc5f6,ethereum,0x0000000000000068f116a894984e2db1123eb395,1739613983,2025-02-15T10:06:23+00:00Z,1,0xfdf82846ad0bf80a0e7be59c1752c55e448aef25,0x0e73d837b29ac157d072c946ad65d3fa9a5750ba,9950000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.95,0x3760bd6b4b52fac524049e06076f6fb586938140b22834e1b91d3feab4ec7009,1739613983,2025-02-15 10:06:23+00:00
pudgypenguins,2045,sale,,ethereum,,1739613815,2025-02-15T10:03:35+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0xfdf82846ad0bf80a0e7be59c1752c55e448aef25,9900000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.9,0x0fad493ed5d16f22a5ef3dd44a1ee97f86057c0c341856ed94551a815e7768b0,1739613815,2025-02-15 10:03:35+00:00
pudgypenguins,2045,sale,,ethereum,,1737754619,2025-01-24T21:36:59+00:00Z,1,0x68af3f19b7cf1934909bd43776050fe83b0ac654,0x29469395eaf6f95920e59f858042f0e28d98a20b,16800000000000000000,0x0000000000000000000000000000000000000000,18,ETH,16.8,0x360b5ac4c3f41cc36d99b299c34daa44bc6865d526a125aa17c439a6bc0cd822,1737754619,2025-01-24 21:36:59+00:00
pudgypenguins,2045,sale,,ethereum,,1731031979,2024-11-08T02:12:59+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x828fa81786695e213b8e08f6abf9ed6c5c09ff64,8310000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.31,0x40f7fd9a7fd7fac2c269fa5aec0ee5ce5c17a6e50863646fa09caa3b341865b2,1731031979,2024-11-08 02:12:59+00:00
pudgypenguins,2045,sale,,ethereum,,1730742275,2024-11-04T17:44:35+00:00Z,1,0x79688d81c318aeaf0fda6a667af6aeab102cfc23,0xea1974c5cf43aaab83d7471095d887a9d6871ec9,7940000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,7.94,0x7d8bc0a9989cf224ef546404cc3df88cdd7f5e0454d56e759fa908f8904daadd,1730742275,2024-11-04 17:44:35+00:00
pudgypenguins,2310,sale,,ethereum,,1742591639,2025-03-21T21:13:59+00:00Z,1,0x400f2bd92098c386cea677d6e7f832eb25c6e3cf,0x29469395eaf6f95920e59f858042f0e28d98a20b,9660000000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.66,0x24eceecce7001ff57f02dd0fc374d8cfa8685e0c5ae56667da911f32f43be842,1742591639,2025-03-21 21:13:59+00:00
pudgypenguins,2310,sale,,ethereum,,1742407715,2025-03-19T18:08:35+00:00Z,1,0xd10173fdeec044a358a2fbd6d2268272983a4002,0x400f2bd92098c386cea677d6e7f832eb25c6e3cf,9160000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.16,0xf0a8d8ac385478a3200c8c4e63a5a1e5d0097df1f28a0481cacb90e83dd78c00,1742407715,2025-03-19 18:08:35+00:00
pudgypenguins,2310,sale,,ethereum,,1741597103,2025-03-10T08:58:23+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1ea27bce786a81022dfc156059771e8d3279a9a6,8960000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.96,0x2231203ffaa88f8dd78b9ba15456388be473d3ddf3e27938cb03072d11c9f38e,1741597103,2025-03-10 08:58:23+00:00
pudgypenguins,2310,sale,,ethereum,,1741586207,2025-03-10T05:56:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x047b647f31d83d0c608c1571bb04a82f1d5962d4,9060000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.06,0xf5549d7f373013f1f4597aadb691d69637dc487df0c5b94487a76df4dc79fd59,1741586207,2025-03-10 05:56:47+00:00
pudgypenguins,2310,sale,,ethereum,,1740691631,2025-02-27T21:27:11+00:00Z,1,0xddd7ee8d6926a6d49f9e5b1deba40860929eef00,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9030000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.03,0x7a196c8d87cace79df19a046d2b349b142d46c937d0e340e1f2e696899c8a47b,1740691631,2025-02-27 21:27:11+00:00
pudgypenguins,2310,sale,0x3ca04834cc54780fccaf8939a6db60ce8d1499e0a3ce9fc2e2d444991ae32e5b,ethereum,0x0000000000000068f116a894984e2db1123eb395,1734137975,2024-12-14T00:59:35+00:00Z,1,0xb5342ac9472ade2133e96922bf1b1f898731c94d,0xeea088fe618c9f44bf5b678785a7b74a7925cccc,27500000000000000000,0x0000000000000000000000000000000000000000,18,ETH,27.5,0x434ed9407a1a6942c724d99cc22eae99633def681bedf7319f0e30d728e6c4a6,1734137975,2024-12-14 00:59:35+00:00
pudgypenguins,2341,sale,,ethereum,,1743356615,2025-03-30T17:43:35+00:00Z,1,0x2777df13d272c9433858f5e1947b51e6a4720d60,0xa83abb8da5bf536f12be8b0500057476fdcc3e41,9900000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.9,0x80c023bd10dfa9f08b5bff83fdf2a2610e77ac92ca0712b38c12a1c9d44d694c,1743356615,2025-03-30 17:43:35+00:00
pudgypenguins,2341,sale,0x08f579774c07c0426fbd64e069f3c95571b43f8fdf04955d129d729829e7d256,ethereum,0x0000000000000068f116a894984e2db1123eb395,1743306107,2025-03-30T03:41:47+00:00Z,1,0x7e7022f8879d88bcc5d288b229737adb4b1f39cb,0x2777df13d272c9433858f5e1947b51e6a4720d60,9779900000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.7799,0x89924018048a73abd5035b61deefe729da5cb5b9420f84ce5e1456ac364f99b4,1743306107,2025-03-30 03:41:47+00:00
pudgypenguins,2341,sale,0x7fa6c7ffa83e60922351f911255033d2485cd4a79b0cd400a9c2d25e79463c9b,ethereum,0x0000000000000068f116a894984e2db1123eb395,1743088235,2025-03-27T15:10:35+00:00Z,1,0xeb156caa9f0a48300f953b924f4632f39cc929c6,0x7e7022f8879d88bcc5d288b229737adb4b1f39cb,10270000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.27,0xd82eece8a1d9a742f564872428f75b6c60064515ce79e56a7adf6484f0c3b756,1743088235,2025-03-27 15:10:35+00:00
pudgypenguins,2341,sale,,ethereum,,1738688723,2025-02-04T17:05:23+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0xd43dfa9024096b0224adf6859e22fbc35ea2b21f,10510000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.51,0x8c3bb55f38bfcd1c52370879645d5f9531d7e417a8a9a384c4206892bc24609a,1738688723,2025-02-04 17:05:23+00:00
pudgypenguins,2341,sale,,ethereum,,1738502015,2025-02-02T13:13:35+00:00Z,1,0xa3241f16c99c81b25dfd5720ce83ed173d847d24,0x1fee3385b22d69e93209db2042be58fcac57b59b,10140000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.14,0x19c637da596d1f4e6010d4478c4743dc8e18db6ae9d223c45a6ba2bccdb08420,1738502015,2025-02-02 13:13:35+00:00
pudgypenguins,2567,sale,,ethereum,,1742926439,2025-03-25T18:13:59+00:00Z,1,0xa83abb8da5bf536f12be8b0500057476fdcc3e41,0x29469395eaf6f95920e59f858042f0e28d98a20b,10400000000000000000,0x0000000000000000000000000000000000000000,18,ETH,10.4,0xe811fbdc7daafb13223c45e6aed5b272a7e0e5cbc3e2e8eca8d83de49b54f54b,1742926439,2025-03-25 18:13:59+00:00
pudgypenguins,2567,sale,,ethereum,,1742889443,2025-03-25T07:57:23+00:00Z,1,0xf0b3ed341884f2383d76badf024f314e12c9a745,0xa83abb8da5bf536f12be8b0500057476fdcc3e41,10150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.15,0x4fba2eab7874a64af86eabd21fe1dfc185858f5b23193d071e18aab8c67fc589,1742889443,2025-03-25 07:57:23+00:00
pudgypenguins,2567,sale,,ethereum,,1742301035,2025-03-18T12:30:35+00:00Z,1,0x1992a41693310eb9434b5e3ecb564f4739fcc677,0x29469395eaf6f95920e59f858042f0e28d98a20b,9000000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.0,0x6ddb6952e4153e5d2e519e7b72ffc59b46adb4b36e49095d4bfad081155ddf9f,1742301035,2025-03-18 12:30:35+00:00
pudgypenguins,2567,sale,,ethereum,,1742258711,2025-03-18T00:45:11+00:00Z,1,0xd10173fdeec044a358a2fbd6d2268272983a4002,0x1992a41693310eb9434b5e3ecb564f4739fcc677,9000000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.0,0x2dc5dd31659e14a9c8522fb74f667bc0a31bc14643e7d41b5d3f83141cd00eb7,1742258711,2025-03-18 00:45:11+00:00
pudgypenguins,2567,sale,,ethereum,,1741829171,2025-03-13T01:26:11+00:00Z,1,0x1fee3385b22d69e93209db2042be58fcac57b59b,0xd10173fdeec044a358a2fbd6d2268272983a4002,8799221700000352000,0x0000000000000000000000000000000000000000,18,ETH,8.799221700000352,0xb44d91902faf45c9b7273d0c7fb84c99774216815411a236313b9e0b8803fa31,1741829171,2025-03-13 01:26:11+00:00
pudgypenguins,2567,sale,0x4f0e748ec117a31c092ce36f7ba8598ff1b2dc1fc2b9094428df00db3f408c87,ethereum,0x0000000000000068f116a894984e2db1123eb395,1741802171,2025-03-12T17:56:11+00:00Z,1,0x69734444a9c9954c21d83b5f062802909dc5112b,0x1fee3385b22d69e93209db2042be58fcac57b59b,8760000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.76,0x0908991d4445408d08a2628b360d540ce848ffa435d2291ab04f49d38ae1a2d6,1741802171,2025-03-12 17:56:11+00:00
pudgypenguins,2664,sale,,ethereum,,1743420671,2025-03-31T11:31:11+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x8a7d2a5fa5912e6feef47c8184d4e4ff56681f0c,9720000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.72,0x68ba7e2c2ffb9fc13145a136ea77f405401089bf1aada8c7048c4dec1bd7e08a,1743420671,2025-03-31 11:31:11+00:00
pudgypenguins,2664,sale,,ethereum,,1743414311,2025-03-31T09:45:11+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9800000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.8,0xb13520cb55a26686e9ef481c6a5f098cffaa5e3f4cc327549e79939ea6ed16e2,1743414311,2025-03-31 09:45:11+00:00
pudgypenguins,2664,sale,,ethereum,,1738060379,2025-01-28T10:32:59+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x9c731c50fb63ee893121245b58816e212f64df6e,11570000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,11.57,0x7369542926e7e1d6e21bd4dcef8a0e1b6103b28e33e7f3183f0db5819834c3f0,1738060379,2025-01-28 10:32:59+00:00
